,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,mode,speechiness,tempo
1349,0.00103,0.615,0.45363354069280315,0.759,2.98e-05,0.571,1.0,0.118,0.5925756575047841
1350,0.235,0.834,0.43788931877031034,0.663,0.0,0.372,1.0,0.133,0.5159951904350624
1351,0.14,0.722,0.4667522124871919,0.65,0.000232,0.357,1.0,0.0455,0.541567173025792
1352,0.0276,0.787,0.504471184082067,0.73,0.00157,0.0828,0.0,0.35,0.6766626022455926
1353,0.476,0.61,0.48836958527130503,0.546,0.0,0.329,1.0,0.0521,0.5917458382021711
1354,0.098,0.723,0.48489726460524896,0.525,0.000598,0.273,0.0,0.09,0.677229927687175
1355,0.0721,0.754,0.4698353100511632,0.534,0.00615,0.218,0.0,0.123,0.6314501515690358
1356,0.956,0.39,0.47572967516399234,0.131,0.944,0.0908,0.0,0.0307,0.32048383545868686
1357,0.816,0.593,0.35354523406366134,0.275,0.0115,0.108,0.0,0.0638,0.4861216955409913
1358,0.305,0.672,0.4904996464382583,0.748,0.0,0.0811,0.0,0.0589,0.6942708597944081
1359,0.101,0.72,0.48709424134112744,0.741,1.41e-05,0.289,0.0,0.0287,0.5076123219698894
1360,0.0442,0.751,0.5289990406786615,0.727,0.0338,0.1,0.0,0.0304,0.5079764263577706
1361,0.447,0.741,0.46314169667725347,0.52,1.97e-06,0.222,1.0,0.0656,0.4360700435231757
1362,0.768,0.629,0.48682938507112894,0.328,2.5e-05,0.103,1.0,0.029,0.3173339091263188
1363,0.854,0.316,0.5238368154243793,0.237,8.3e-06,0.117,1.0,0.0353,0.39449016918152724
1364,0.0481,0.47,0.5256222092553258,0.757,0.235,0.0809,1.0,0.0367,0.58887110704669
1365,0.801,0.682,0.41046776829351006,0.141,0.886,0.112,0.0,0.0616,0.3941599349692628
1366,0.0157,0.609,0.5141317397015861,0.692,0.0,0.0864,1.0,0.0259,0.49517773374654944
1367,0.0444,0.573,0.5369151100278464,0.715,0.0,0.0898,0.0,0.0256,0.4305703737573879
1368,0.00437,0.949,0.5225281462732463,0.79,0.0,0.0816,1.0,0.0756,0.49535978594049007
1369,0.0158,0.43,0.41386980416671393,0.626,0.0,0.38,0.0,0.0491,0.4221155311690291
1370,0.68,0.623,0.42225014326230914,0.387,0.613,0.141,0.0,0.0419,0.6352647800978848
1371,0.364,0.696,0.48798220534968606,0.517,0.0,0.197,0.0,0.0366,0.4754144862741113
1372,0.0118,0.593,0.5258564527892684,0.658,0.0204,0.137,0.0,0.0364,0.5717836034479838
1373,0.0846,0.4,0.4876867535738587,0.915,0.0,0.0503,1.0,0.28,0.37645430066554897
1374,0.0381,0.837,0.5369126794858712,0.839,0.000193,0.301,1.0,0.0468,0.45311944317431285
1375,0.0408,0.694,0.5416792386295488,0.959,0.0825,0.0763,1.0,0.06,0.5292003251536859
1376,0.304,0.509,0.5570852031381728,0.617,7.8e-05,0.164,0.0,0.0249,0.3642102321800539
1377,0.67,0.587,0.5572059882843736,0.415,1.61e-06,0.142,0.0,0.027,0.36438381683009025
1378,0.00314,0.647,0.5010096766180636,0.585,0.0,0.165,1.0,0.0512,0.5585784687293603
1379,0.446,0.603,0.46510981207848867,0.784,8.32e-06,0.119,1.0,0.062,0.7283823604125387
1380,0.0955,0.682,0.46040664639988127,0.677,0.365,0.0557,1.0,0.046,0.48671018984233433
1381,0.684,0.555,0.5068106116849482,0.404,0.000211,0.125,0.0,0.0249,0.37706396382665247
1382,0.389,0.625,0.4535292783650593,0.328,9.27e-05,0.109,0.0,0.0341,0.3893334349438602
1383,0.442,0.541,0.4762556040980095,0.676,0.0,0.159,0.0,0.153,0.38119612525190943
1384,0.479,0.552,0.6123429210736444,0.598,0.0,0.0806,0.0,0.0362,0.5755855306609764
1385,0.985,0.673,0.522431231950244,0.119,0.73,0.114,1.0,0.0656,0.5244373317075649
1386,0.993,0.679,0.41710877324455753,0.13,0.729,0.106,1.0,0.0852,0.5225744720486376
1387,0.689,0.439,0.5737365360506215,0.378,0.208,0.168,1.0,0.033,0.46936442615454954
1388,0.475,0.31,0.48475849665760684,0.0558,0.0447,0.127,0.0,0.0285,0.33837998950024556
1389,0.674,0.28,0.36925664015369075,0.478,5.85e-05,0.483,0.0,0.037,0.4727006384528104
1390,0.48,0.881,0.5051715938043166,0.441,9.08e-06,0.119,0.0,0.0646,0.5843198021981744
1391,0.927,0.311,0.4882198199923278,0.0173,0.964,0.0727,0.0,0.0348,0.4063786008230452
1392,0.97,0.347,0.5109045849150102,0.0213,0.926,0.0803,0.0,0.0356,0.4068697183694897
1393,0.698,0.301,0.6087591602228648,0.308,0.924,0.345,0.0,0.0481,0.5079129197784891
1394,0.903,0.359,0.38605270084459753,0.0535,0.91,0.102,1.0,0.0753,0.7620027434842249
1395,0.623,0.471,0.45821937756541886,0.143,0.869,0.0982,1.0,0.039,0.2653812935020068
1396,0.715,0.74,0.4451803101486971,0.333,0.923,0.131,0.0,0.307,0.6522295043099798
1397,0.0398,0.604,0.5035532295688259,0.56,0.000322,0.485,1.0,0.0786,0.6179782892174296
1398,0.102,0.688,0.47997914685991017,0.5,0.0,0.355,1.0,0.138,0.541524835306271
1399,0.0402,0.713,0.5547584369661198,0.746,0.0,0.601,1.0,0.259,0.5716481227455164
1400,0.52,0.781,0.45873903670027905,0.396,2.67e-05,0.134,1.0,0.0467,0.44461379532252876
1401,0.127,0.719,0.5038295302568598,0.651,0.0,0.0762,1.0,0.0274,0.4443597690054023
1402,0.00189,0.703,0.4843825624586118,0.831,0.118,0.207,0.0,0.0637,0.5588621314501515
1403,0.899,0.902,0.3105456861162603,0.43,0.0,0.0964,1.0,0.0567,0.39815661569205235
1404,0.00531,0.708,0.46482281184082175,0.899,0.246,0.11,1.0,0.181,0.42309776626191803
1405,0.0297,0.461,0.5869121906636994,0.545,0.0471,0.0928,1.0,0.046,0.4444190418127318
1406,0.0207,0.591,0.5137323415204973,0.534,0.0535,0.256,1.0,0.0424,0.44430472997002485
1407,0.0422,0.799,0.6299490035708648,0.858,0.783,0.0625,1.0,0.0588,0.4444444444444444
1408,0.928,0.646,0.5161148965598996,0.11,0.852,0.0971,0.0,0.0354,0.5927492421548205
1409,9e-05,0.581,0.5071959418194965,0.913,0.831,0.543,1.0,0.0547,0.5927238395231079
1410,0.00126,0.487,0.563490764374392,0.704,0.0652,0.0686,1.0,0.0514,0.5163127233314704
1411,0.758,0.711,0.43187486967723676,0.592,0.0,0.156,0.0,0.23,0.5281588172534674
1412,0.0289,0.725,0.5811763121879316,0.918,5.13e-06,0.602,1.0,0.0447,0.457141526528815
1413,0.115,0.568,0.5257406743755846,0.956,0.0,0.199,0.0,0.0416,0.6521786990465546
1414,0.424,0.799,0.5291717972281358,0.828,0.0,0.145,0.0,0.0782,0.44471540584937935
1415,0.697,0.708,0.455461946576023,0.494,0.000115,0.34,0.0,0.0365,0.6050949211671662
1416,0.19,0.505,0.46707499156057763,0.71,0.00025,0.329,1.0,0.0321,0.3807769818286508
1417,0.0183,0.544,0.4926365485952746,0.55,0.0,0.193,1.0,0.0592,0.634523870006266
1418,0.0176,0.532,0.4926182185359025,0.543,0.0,0.217,1.0,0.0568,0.6352266761503158
1419,0.0073,0.678,0.5200238584691617,0.685,0.0,0.252,1.0,0.0827,0.550657081406967
1420,0.017,0.448,0.45783322967007445,0.673,0.000156,0.176,0.0,0.34,0.7668504123693881
1421,0.137,0.463,0.43180432752229514,0.755,0.0,0.0745,1.0,0.0727,0.33653406492912663
1422,0.228,0.653,0.510677119361477,0.816,0.0,0.0967,1.0,0.167,0.7539712780910769
1423,0.0145,0.646,0.4352074218883448,0.708,0.781,0.35,0.0,0.065,0.5419693813612423
1424,0.00928,0.528,0.5415818335090248,0.782,2.21e-05,0.179,0.0,0.0314,0.5093693373300141
1425,0.0312,0.615,0.5585883671993854,0.545,0.624,0.109,1.0,0.0272,0.4909905332859151
1426,3.2e-05,0.465,0.5478561317338215,0.988,0.0114,0.13,0.0,0.106,0.5631636437534928
1427,0.188,0.244,0.6027655814509005,0.108,0.909,0.0509,1.0,0.0451,0.5026461074700672
1428,0.972,0.539,0.3390795752374596,0.3,0.95,0.0737,0.0,0.0476,0.5080822706565733
1429,0.238,0.34,0.5832203001578393,0.96,4.32e-06,0.0378,1.0,0.0802,0.63523514369422
1430,0.343,0.507,0.4678188673324559,0.864,2.57e-05,0.0891,0.0,0.168,0.6353833257125437
1431,0.577,0.448,0.4559026442292957,0.606,0.0,0.217,1.0,0.0609,0.5129214719978323
1432,0.702,0.391,0.41994304385676773,0.396,0.405,0.315,0.0,0.189,0.4196176057172856
1433,0.00189,0.73,0.42650136158340346,0.757,0.833,0.157,1.0,0.0989,0.433445104912869
1434,0.473,0.602,0.47715790519614143,0.694,0.0,0.184,0.0,0.406,0.43164575183322323
1435,0.0321,0.662,0.4771114623035775,0.681,0.139,0.508,0.0,0.0315,0.4149265863943505
1436,0.184,0.716,0.5344681652508636,0.974,0.00147,0.333,0.0,0.17,0.34302020355975543
1437,0.369,0.684,0.5646325698677144,0.52,3.99e-05,0.724,1.0,0.0339,0.3937196226862436
1438,0.127,0.8,0.5906143132250694,0.881,0.00011,0.0976,1.0,0.0502,0.4572389032837135
1439,0.00234,0.355,0.4944198322822553,0.919,0.000313,0.262,1.0,0.356,0.677073278124947
1440,1.66e-06,0.801,0.48416447590373757,0.918,0.75,0.322,0.0,0.0489,0.5419693813612423
1441,0.0333,0.422,0.4523249418185147,0.809,3.64e-05,0.203,1.0,0.246,0.36865992650171886
1442,0.13,0.647,0.46711040242942814,0.608,0.0,0.0584,1.0,0.42,0.5334298633338413
1443,0.957,0.614,0.5762046438740995,0.0595,5.58e-06,0.105,1.0,0.107,0.31896814509983235
1444,0.828,0.257,0.49862880353106,0.381,0.00121,0.135,1.0,0.0368,0.31197395383495063
1445,0.0812,0.71,0.430680806063378,0.894,0.877,0.28,1.0,0.208,0.3918736981151247
1446,0.383,0.472,0.4979490712880761,0.518,0.127,0.289,1.0,0.051,0.6257726633812596
1447,0.111,0.586,0.531689383307572,0.525,0.0,0.134,0.0,0.0615,0.5657547121881826
1448,0.0826,0.598,0.49891815786407445,0.705,1.8e-05,0.133,1.0,0.0333,0.40228454334535724
1449,0.792,0.424,0.49629765937715353,0.356,0.0,0.148,1.0,0.0777,0.5309573405138105
1450,0.929,0.251,0.567965637082867,0.219,0.933,0.0824,1.0,0.0323,0.3810267743738251
1451,0.926,0.272,0.4242091361594382,0.346,0.931,0.0772,0.0,0.0317,0.3377406899354773
1452,0.901,0.735,0.4186844241124421,0.15,0.924,0.137,0.0,0.0829,0.35158512421886906
1453,0.00189,0.761,0.4875865068415981,0.602,0.000121,0.16,1.0,0.0651,0.4402445426679537
1454,0.319,0.814,0.5121828916395454,0.909,0.0,0.345,1.0,0.0753,0.4233941302985656
1455,0.633,0.59,0.5701549347107129,0.859,0.0,0.286,0.0,0.0416,0.6349218445697641
1456,0.613,0.486,0.5720342257111279,0.382,8.56e-05,0.149,1.0,0.0286,0.5331080966654812
1457,0.842,0.655,0.4976579929740037,0.473,0.0323,0.167,1.0,0.0267,0.3935799082118241
1458,0.0576,0.733,0.5820381914666126,0.933,0.0691,0.0615,1.0,0.105,0.5630577994546901
1459,0.306,0.752,0.5734579336044954,0.67,0.000528,0.729,0.0,0.0465,0.4686616200104997
1460,0.356,0.778,0.40843177314491186,0.743,0.0,0.259,0.0,0.0288,0.516333892191231
1461,0.102,0.622,0.5249050298914284,0.779,0.000934,0.145,1.0,0.037,0.4234322342461346
1462,0.0968,0.841,0.47772903529018196,0.541,0.0,0.0982,0.0,0.143,0.614057816389778
1463,0.629,0.664,0.5711832651166882,0.384,0.0,0.146,0.0,0.0751,0.6348329353587697
1464,0.00942,0.735,0.598681643657125,0.938,7.91e-05,0.057,1.0,0.0571,0.46994445291198833
1465,0.00772,0.708,0.4531521638715721,0.782,0.0,0.107,1.0,0.0674,0.5080399329370523
1466,0.731,0.409,0.4355582192095495,0.338,0.0,0.25,1.0,0.0432,0.7791960913817338
1467,0.209,0.504,0.5852873706030142,0.815,0.0513,0.0838,1.0,0.332,0.8212078104624972
1468,0.784,0.826,0.4708848084123125,0.624,1.73e-06,0.112,1.0,0.25,0.49086352012735185
1469,0.277,0.182,0.3995229826236635,0.27,0.962,0.128,0.0,0.057,0.2937856695286965
1470,0.686,0.657,0.43287536156775097,0.821,0.0,0.0736,1.0,0.232,0.71930515334722
1471,0.0158,0.825,0.34731402803885003,0.613,0.391,0.159,1.0,0.0941,0.49557147453809547
1472,0.0253,0.473,0.444696832508924,0.621,0.000366,0.19,0.0,0.0291,0.7327939507866348
1473,0.566,0.713,0.48202612767651787,0.26,0.883,0.294,0.0,0.0474,0.5080356991651002
1474,0.89,0.641,0.4321267223648966,0.161,1.02e-06,0.104,1.0,0.0413,0.3857643651882335
1475,0.953,0.599,0.4010410156958488,0.109,0.94,0.116,1.0,0.0396,0.5670587139494319
1476,0.23,0.688,0.5076770560181014,0.582,0.000157,0.0663,0.0,0.0542,0.36192822909786787
1477,0.978,0.264,0.46706753566215964,0.0689,0.952,0.0822,1.0,0.0372,0.3103608867211976
1478,0.08,0.497,0.49210413964366984,0.478,0.0,0.49,1.0,0.0627,0.3615302545343697
1479,0.799,0.558,0.4921529029044631,0.136,0.0,0.1,0.0,0.0337,0.33979830310420156
1480,0.0512,0.604,0.49222482211584073,0.894,0.000315,0.234,1.0,0.113,0.5417703940794932
1481,0.137,0.68,0.4909745210829599,0.644,5.48e-05,0.112,0.0,0.157,0.4740935494250537
1482,0.186,0.548,0.5391342209092822,0.532,0.000263,0.217,1.0,0.0323,0.3599976290877068
1483,0.000422,0.636,0.4123145525273415,0.892,0.0954,0.156,1.0,0.0386,0.5292341953293027
1484,0.939,0.0,0.3740464213858563,0.0537,0.331,0.0475,1.0,0.0,0.0
1485,0.635,0.247,0.5352109574346477,0.556,0.000436,0.146,1.0,0.0376,0.7147580822706566
1486,0.0191,0.559,0.4687190624427431,0.793,0.0,0.394,0.0,0.028,0.38965096784026826
1487,0.193,0.665,0.4484687623854282,0.707,0.0,0.219,1.0,0.03,0.6136937120018967
1488,0.028,0.849,0.5409724723782174,0.723,0.12,0.235,0.0,0.046,0.4870150214228861
1489,0.164,0.827,0.4852186527036304,0.518,0.375,0.61,0.0,0.343,0.34178817592169214
1490,0.177,0.61,0.5032615270404923,0.86,0.0,0.155,0.0,0.127,0.41912225439888906
1491,0.0123,0.793,0.4744457036649432,0.793,0.0,0.0951,0.0,0.083,0.5247760334637335
1492,0.98,0.175,0.5374725701921905,0.0281,0.0,0.288,0.0,0.0635,0.25528798116818235
1493,0.193,0.856,0.47193484138323427,0.632,0.0,0.0688,0.0,0.074,0.474220562583617
1494,0.019,0.689,0.4604687667432674,0.695,0.0,0.123,1.0,0.0429,0.3177445850056732
1495,0.0286,0.86,0.48539285597690607,0.805,0.00812,0.487,0.0,0.108,0.6353240529052143
1496,0.222,0.621,0.479363126721964,0.747,0.000194,0.147,1.0,0.0337,0.5250512286406205
1497,0.217,0.754,0.46561273253571667,0.631,2.47e-05,0.398,0.0,0.0499,0.4740935494250537
1498,0.598,0.721,0.4361337025454799,0.772,0.000204,0.19,0.0,0.19,0.32569560873173126
1499,0.00173,0.42,0.5253354544911004,0.901,0.0,0.366,1.0,0.0955,0.6179825229893817
1500,0.978,0.304,0.41582165075132727,0.034,0.986,0.0681,1.0,0.0503,0.31768954597029586
1501,0.0084,0.46,0.48914811194517793,0.962,0.00199,0.186,1.0,0.112,0.5929270605768091
1502,0.265,0.74,0.4658410777675217,0.64,7.7e-05,0.125,1.0,0.0399,0.4996655320157835
1503,0.675,0.678,0.48686323800712117,0.357,0.00569,0.124,0.0,0.128,0.47969059594574
1504,0.00168,0.623,0.4841443301443833,0.622,0.181,0.343,1.0,0.0412,0.5299243001574963
1505,0.548,0.593,0.4590682469688694,0.527,3.92e-06,0.462,1.0,0.179,0.39367728496672255
1506,0.237,0.615,0.4506918222353533,0.743,0.00431,0.148,1.0,0.041,0.6868024860708902
1507,0.198,0.846,0.467830927374969,0.419,1.15e-05,0.0415,0.0,0.0499,0.5080187640772917
1508,0.921,0.563,0.45152631326090376,0.133,0.904,0.143,1.0,0.0328,0.2624218869074836
1509,0.00307,0.575,0.49837971729226105,0.881,5.97e-05,0.509,1.0,0.109,0.45706531863367705
1510,0.0916,0.828,0.550814189255044,0.609,1.21e-06,0.291,1.0,0.0694,0.46455062744500325
1511,0.887,0.616,0.38191830323577425,0.274,0.755,0.363,1.0,0.0979,0.5083320632017477
1512,0.161,0.812,0.4996778583773618,0.968,0.0,0.0661,1.0,0.0421,0.5507840945655302
1513,0.0303,0.668,0.4318482753945825,0.82,0.0,0.329,1.0,0.0828,0.5501320936849057
1514,0.161,0.812,0.4996778583773618,0.968,0.0,0.0661,1.0,0.0421,0.5507840945655302
1515,0.519,0.362,0.4944332321217473,0.534,1.02e-06,0.332,1.0,0.0468,0.40111602228657556
1516,0.931,0.321,0.5424252619701875,0.332,7.26e-05,0.0845,1.0,0.0334,0.359455706277837
1517,0.397,0.392,0.5362331411485708,0.476,0.000163,0.309,1.0,0.0249,0.33036545919490595
1518,0.0316,0.206,0.4204336192585796,0.871,6.55e-05,0.0596,1.0,0.419,0.7434503547900896
1519,0.0237,0.627,0.5258740075149113,0.847,0.0,0.212,1.0,0.0352,0.5335272400887399
1520,0.925,0.255,0.5601025990521609,0.161,0.0155,0.147,0.0,0.0327,0.3133287608596251
1521,0.00252,0.609,0.487577465176261,0.726,0.0,0.0745,0.0,0.108,0.3385620416941862
1522,0.000478,0.612,0.5014489477848354,0.89,0.0,0.0672,0.0,0.047,0.5037722908093278
1523,0.0528,0.135,0.515604745523556,0.0277,0.957,0.269,1.0,0.0662,0.3509712272858134
1524,0.583,0.663,0.4384433321442396,0.666,3.85e-06,0.222,1.0,0.125,0.6773315382140256
1525,0.251,0.654,0.4841879761485641,0.525,0.0,0.0954,1.0,0.0367,0.5755812968890243
1526,0.0644,0.828,0.5301430910530711,0.492,0.00428,0.128,1.0,0.0276,0.5086919338176769
1527,0.161,0.653,0.49179363195472003,0.422,0.0,0.207,1.0,0.101,0.3104413283882877
1528,0.887,0.644,0.443618001929432,0.193,0.946,0.0939,0.0,0.0551,0.39816508323595656
1529,0.979,0.667,0.4884358309889303,0.0809,0.869,0.0949,0.0,0.0354,0.5419820826770987
1530,0.127,0.656,0.5269219141839296,0.927,0.0354,0.0811,1.0,0.122,0.4826076648207421
1531,0.0469,0.665,0.518697050625077,0.886,6.24e-05,0.0525,0.0,0.0514,0.5421853037307999
1532,0.222,0.705,0.5376928453807466,0.598,0.00303,0.131,0.0,0.0336,0.4444825483920134
1533,0.0818,0.78,0.4954507655991667,0.332,0.541,0.0809,1.0,0.163,0.5931006452268455
1534,0.00928,0.368,0.5306988693722317,0.754,0.0,0.256,1.0,0.0502,0.7192374129959863
1535,0.343,0.759,0.46643721480900724,0.903,0.0,0.121,0.0,0.0785,0.6554937424850547
1536,0.35,0.883,0.44798341571146016,0.415,0.0,0.063,0.0,0.174,0.3259411675049535
1537,0.361,0.466,0.47017674885936933,0.551,9.32e-05,0.333,1.0,0.131,0.3759335467154397
1538,0.941,0.689,0.3574379701780781,0.283,0.0,0.116,1.0,0.0387,0.6784238513776695
1539,0.626,0.668,0.4686083093860349,0.897,0.229,0.0932,1.0,0.0418,0.5159062812240681
1540,0.108,0.821,0.41714800243466144,0.382,0.866,0.0952,1.0,0.103,0.4446773019018104
1541,0.258,0.557,0.304547197929796,0.675,0.0227,0.671,1.0,0.0339,0.5080949719724297
1542,0.798,0.772,0.47783028315524256,0.51,0.865,0.266,1.0,0.0596,0.3598706159291436
1543,0.0296,0.569,0.4943622792920317,0.422,0.0,0.0613,1.0,0.0302,0.3258310894341987
1544,0.175,0.833,0.4942668385373523,0.917,1.92e-06,0.109,1.0,0.0597,0.465719148503785
1545,0.912,0.666,0.40802686189685056,0.146,0.966,0.144,0.0,0.422,0.7375738793205642
1546,0.964,0.112,0.5760019814333077,0.123,0.696,0.103,0.0,0.0433,0.392119256888347
1547,0.0709,0.592,0.493639961981736,0.65,8.42e-05,0.0832,1.0,0.0344,0.6606462429507697
1548,0.0971,0.348,0.4957434561644569,0.442,5.31e-05,0.112,0.0,0.0637,0.8392479127504275
1549,0.00379,0.751,0.49081101053354415,0.783,0.0,0.036,1.0,0.0859,0.5079467899541059
1550,0.256,0.492,0.5082965552617114,0.594,0.0,0.0759,0.0,0.0377,0.52400548696845
1551,0.0501,0.733,0.5093969914322902,0.716,0.0853,0.27,0.0,0.0295,0.5461269454182119
1552,0.00556,0.339,0.576710202205732,0.75,0.827,0.271,1.0,0.0414,0.5292130264695423
1553,0.0767,0.707,0.4556229740835964,0.642,0.0,0.196,1.0,0.0393,0.3811495537604362
1554,0.000116,0.754,0.4026128518005274,0.866,0.0756,0.48,0.0,0.0445,0.5165498145607885
1555,0.00288,0.755,0.47443055882868723,0.723,0.532,0.137,1.0,0.0329,0.46565140815255124
1556,0.0632,0.634,0.4850576203407462,0.645,0.0,0.28,0.0,0.238,0.6770902132127554
1557,0.000319,0.517,0.410789079561962,0.924,0.673,0.0961,1.0,0.084,0.8465172991921962
1558,0.0691,0.538,0.48844400760901197,0.47,0.0,0.122,0.0,0.058,0.43434689833866785
1559,0.0649,0.404,0.5562620257761717,0.753,0.0,0.281,0.0,0.0656,0.6356881572930955
1560,0.897,0.687,0.4336297347595872,0.17,0.885,0.115,1.0,0.0304,0.5080949719724297
1561,0.476,0.562,0.4503049910206396,0.46,0.0,0.107,1.0,0.259,0.7453767210282986
1562,0.0624,0.545,0.4920633591795125,0.861,0.0,0.131,0.0,0.034,0.44461802909448084
1563,0.469,0.418,0.4495046996130059,0.445,0.0,0.123,1.0,0.227,0.7438144591779708
1564,0.549,0.632,0.46289328872866453,0.686,0.0,0.2,0.0,0.243,0.38082355332012396
1565,0.411,0.574,0.48429452410353657,0.593,1.55e-06,0.0966,0.0,0.0463,0.542231875222273
1566,0.558,0.505,0.5486084629430192,0.42,0.0499,0.218,0.0,0.0266,0.4653804467476164
1567,0.0932,0.344,0.4823260501082287,0.873,0.0,0.153,1.0,0.221,0.7199148165083236
1568,0.755,0.522,0.49243640046874493,0.0534,0.883,0.0933,1.0,0.0368,0.5077308675845484
1569,0.159,0.54,0.5386094779401995,0.752,0.0,0.363,1.0,0.0267,0.35577655845145556
1570,0.0348,0.734,0.49003553278697054,0.639,0.0,0.102,1.0,0.0316,0.513183965858863
1571,0.148,0.214,0.5801593298426919,0.611,0.85,0.0854,1.0,0.0425,0.5004022083354502
1572,0.0347,0.669,0.5144479067388952,0.577,0.00175,0.373,0.0,0.0406,0.528616064624295
1573,0.0573,0.818,0.5126566041283267,0.598,1.32e-06,0.634,0.0,0.113,0.4701688428254501
1574,0.11,0.767,0.4233014378647857,0.617,0.00609,0.0971,1.0,0.0341,0.46579535639892294
1575,0.653,0.479,0.4935195286974716,0.509,2.45e-06,0.21,0.0,0.0488,0.6086766922386492
1576,0.717,0.361,0.6292218199919559,0.63,5.34e-06,0.306,0.0,0.0668,0.4953005131331606
1577,0.888,0.487,0.34640523658885547,0.0533,0.873,0.122,1.0,0.0767,0.29710918051110097
1578,0.00512,0.682,0.3922140865451891,0.746,0.401,0.196,1.0,0.192,0.5503691849142238
1579,0.416,0.686,0.49971983331952874,0.472,0.0908,0.0971,0.0,0.0897,0.42382597503768055
1580,0.00543,0.611,0.502842833602462,0.797,0.00137,0.26,0.0,0.0533,0.508226218902945
1581,0.044,0.769,0.49492668307441234,0.987,0.228,0.0791,1.0,0.23,0.5397635861741943
1582,0.0104,0.588,0.5172134149259455,0.67,3.33e-06,0.338,1.0,0.0473,0.5002582600890786
1583,0.562,0.598,0.4976093005981532,0.553,0.157,0.257,0.0,0.0397,0.5210714830056393
1584,0.0102,0.605,0.45126984278910376,0.619,0.0,0.164,1.0,0.148,0.7028823519449948
1585,0.176,0.58,0.5038079494660388,0.935,0.0,0.514,0.0,0.293,0.5468890243695913
1586,0.000441,0.578,0.4931275059124718,0.73,0.454,0.296,1.0,0.0395,0.5080060627614355
1587,0.849,0.394,0.44206667202392524,0.327,0.0,0.125,1.0,0.114,0.3952564819048587
1588,0.929,0.477,0.5182569159037747,0.0489,0.0,0.0686,1.0,0.0611,0.8471015597215871
1589,0.467,0.407,0.4479415078575879,0.433,0.936,0.0663,0.0,0.0376,0.5077181662686922
1590,0.0781,0.673,0.4963467444156593,0.904,0.000144,0.12,0.0,0.117,0.6347905976392487
1591,0.077,0.58,0.49972975309302603,0.616,0.000552,0.134,1.0,0.0527,0.7203254923876781
1592,0.0715,0.785,0.4956597720556506,0.528,0.0,0.132,0.0,0.0665,0.5037087842300463
1593,0.224,0.77,0.4630624382739421,0.555,1.78e-06,0.0754,1.0,0.0754,0.4235253772290809
1594,0.767,0.688,0.4778922228720901,0.406,2.81e-06,0.126,1.0,0.0428,0.5160332943826313
1595,0.814,0.426,0.5137393446462886,0.307,0.0,0.108,1.0,0.052,0.7343731477247709
1596,0.586,0.63,0.4931290949483276,0.438,4.25e-06,0.104,1.0,0.0525,0.6182365493065082
1597,0.0174,0.333,0.09852007849185473,0.78,0.9,0.878,0.0,0.0701,0.33994225135057327
1598,0.063,0.794,0.48588113374887665,0.669,6.19e-05,0.0997,0.0,0.144,0.4867144236142864
1599,0.371,0.666,0.49329903249434603,0.72,0.0,0.0793,1.0,0.0269,0.4232501820521939
1600,0.787,0.368,0.3964553997946667,0.0741,0.87,0.0983,1.0,0.031,0.3226091889786448
1601,0.237,0.728,0.465370883643762,0.783,0.0,0.434,0.0,0.266,0.32604701180375617
1602,0.227,0.82,0.44171871176014776,0.543,3.31e-06,0.107,1.0,0.206,0.41032447628240953
1603,0.751,0.511,0.43635658004198485,0.304,0.0,0.127,1.0,0.198,0.30982319768328
1604,0.141,0.503,0.5206238343883598,0.829,0.000147,0.143,0.0,0.0592,0.6354891700113464
1605,0.00277,0.566,0.571228577959237,0.834,0.008,0.0625,0.0,0.0298,0.5220071466070552
1606,0.00498,0.752,0.5209008810112215,0.796,0.000245,0.471,1.0,0.0503,0.44451218479567817
1607,0.989,0.252,0.3895389881845286,0.0875,0.873,0.108,0.0,0.0403,0.5748361530254534
1608,0.917,0.342,0.30059105001532993,0.238,0.754,0.568,1.0,0.0335,0.3507637724601602
1609,0.688,0.789,0.4376383936886996,0.297,0.567,0.109,1.0,0.0885,0.6479533946383512
1610,0.0824,0.548,0.5289990406786615,0.329,0.7,0.125,0.0,0.0304,0.38088282612745344
1611,0.786,0.702,0.46022305918933615,0.154,0.858,0.112,1.0,0.0527,0.5586927805720673
1612,0.975,0.0802,0.4687439715309627,0.00761,0.9,0.112,1.0,0.0497,0.731070805602127
1613,0.949,0.163,0.43223173871628906,0.012,0.0438,0.107,0.0,0.0415,0.5538324103710477
1614,0.368,0.334,0.5284623948320393,0.567,2.78e-05,0.0953,1.0,0.0414,0.4680223204457315
1615,0.948,0.481,0.5170453675014413,0.293,7.11e-05,0.11,1.0,0.0294,0.3512548900066047
1616,0.107,0.71,0.5094164079038768,0.831,0.00131,0.159,0.0,0.0392,0.444427509356636
1617,0.884,0.64,0.46037654836019914,0.288,0.848,0.144,0.0,0.0413,0.32181747362360075
1618,0.0158,0.424,0.5647135664313332,0.615,0.000389,0.0844,0.0,0.0325,0.3299590170875036
1619,0.0643,0.488,0.4987677883080135,0.547,1.12e-05,0.109,0.0,0.112,0.40269521922471163
1620,0.707,0.639,0.483527002144571,0.579,0.0,0.119,0.0,0.063,0.5041787329167301
1621,0.0417,0.723,0.5070595747048836,0.848,0.0,0.198,0.0,0.0366,0.45733204626665985
