track_name,artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
Maniac,Michael Sembello,0.0891,0.617,244707.0,0.533,4.04e-06,3.0,0.0415,-11.516,0.0,0.0651,158.86,4.0
Maniac - 80s Flashback Dance Fitness Mix,Michael Sembello,,,,,,,,,,,,
Manjha,Vishal Mishra,0.674,0.524,191647.0,0.515,0.0,11.0,0.104,-7.478,0.0,0.0427,169.882,4.0
Mansard Roof,Vampire Weekend,0.341,0.522,127667.0,0.699,0.000181,5.0,0.219,-4.25,1.0,0.145,165.245,4.0
Maple Syrup,The Backseat Lovers,0.0447,0.543,243529.0,0.526,0.0533,2.0,0.0778,-9.703,1.0,0.0582,153.0,3.0
Maps,Maroon 5,0.0205,0.742,189960.0,0.713,0.0,1.0,0.059,-5.522,0.0,0.0303,120.032,4.0
Marcel,Her's,0.54,0.625,187572.0,0.645,0.0776,9.0,0.347,-5.959,1.0,0.0278,106.996,4.0
March,Alexander Lewis,0.0393,0.345,227671.0,0.923,0.0137,1.0,0.893,-3.268,1.0,0.0828,146.001,4.0
Margarita,CloudNone,0.415,0.776,238095.0,0.709,0.288,2.0,0.115,-7.391,0.0,0.145,126.043,4.0
Maria,Justin Bieber,0.00997,0.825,248293.0,0.687,1.32e-05,6.0,0.19,-6.794,0.0,0.0414,111.002,4.0
Mariposa,Peach Tree Rascals,0.617,0.676,210000.0,0.525,0.0,9.0,0.356,-5.88,1.0,0.028,112.011,4.0
Marlboro Nights,Lonely God,0.00237,0.466,68523.0,0.823,0.000321,2.0,0.332,-6.635,1.0,0.311,175.797,4.0
Married in a Gold Rush (feat. Danielle Haim),Vampire Weekend,0.829,0.733,222373.0,0.439,0.000204,9.0,0.139,-8.109,1.0,0.0942,104.887,4.0
Marry Me,Thomas Rhett,0.0977,0.333,205453.0,0.412,0.0,3.0,0.113,-8.633,1.0,0.029,85.028,4.0
Martini,The Presets,0.00645,0.817,240080.0,0.673,0.151,1.0,0.15,-8.223,1.0,0.0819,126.042,4.0
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,0.417,0.795,190453.0,0.616,0.0,1.0,0.349,-5.281,0.0,0.06,110.015,4.0
Mask Off,Future,0.0102,0.833,204600.0,0.434,0.0219,2.0,0.165,-8.795,1.0,0.431,150.062,4.0
Massa,l'Outlander,,,,,,,,,,,,
Massacre,CREEPYMANE,0.0268,0.717,100000.0,0.982,0.274,8.0,0.327,0.655,1.0,0.176,120.021,4.0
Mast Magan,Arijit Singh,0.606,0.659,280161.0,0.774,0.000333,7.0,0.185,-7.014,1.0,0.0372,82.995,4.0
Mat Aazma Re,Pritam,0.661,0.467,251480.0,0.859,0.0,0.0,0.0522,-2.946,0.0,0.0409,89.842,4.0
Match In The Rain,Alec Benjamin,0.734,0.777,159007.0,0.716,8.3e-05,10.0,0.116,-7.342,0.0,0.256,120.052,4.0
Matter of Time (feat. Alex Maher),Vandelux,,,,,,,,,,,,
Maula Mere Maula,Roop Kumar Rathod,0.458,0.548,364330.0,0.737,0.00806,0.0,0.091,-7.865,1.0,0.0386,119.961,4.0
Maybe My Soulmate Died,iamnotshane,0.0753,0.612,114375.0,0.488,0.00197,0.0,0.122,-9.993,1.0,0.244,96.029,4.0
Maybe i'm alone,Yaiko Kaori,0.765,0.506,141000.0,0.322,0.533,6.0,0.647,-15.579,0.0,0.357,159.55,4.0
Maybelline,Ella Isaacson,0.0115,0.671,202188.0,0.584,0.0,0.0,0.105,-5.135,0.0,0.0325,98.059,4.0
Maybes - RAC Mix,Giraffage,0.143,0.569,234971.0,0.791,0.655,6.0,0.109,-6.757,1.0,0.0355,139.78,4.0
Me & My Friends,Munn,0.548,0.652,159474.0,0.526,0.0,5.0,0.141,-11.804,0.0,0.0765,75.965,4.0
Me And I,ABBA,0.183,0.659,294387.0,0.781,0.0731,4.0,0.138,-8.132,1.0,0.0274,113.429,4.0
Me And My Broken Heart,Rixton,0.00489,0.545,193733.0,0.783,0.0,5.0,0.132,-4.261,0.0,0.0345,174.084,4.0
Me Myself & Adderall,Lost Kings,0.0273,0.426,132309.0,0.787,3.52e-06,1.0,0.0975,-4.95,1.0,0.141,88.145,4.0
Me and You,Cold Hart,0.0143,0.613,224813.0,0.614,0.0,1.0,0.094,-7.235,1.0,0.0439,93.984,4.0
Me and Your Mama,Childish Gambino,0.0104,0.545,379227.0,0.442,0.0271,5.0,0.0664,-12.111,1.0,0.0352,118.073,3.0
"Me, Myself & I",G-Eazy,0.0184,0.756,251467.0,0.674,0.0,0.0,0.158,-6.518,0.0,0.0959,111.995,4.0
Mean It,Lauv,0.0407,0.747,232853.0,0.45,0.0,7.0,0.17,-8.543,1.0,0.0919,96.001,4.0
Meant To Be,Ber,0.87,0.5,163227.0,0.156,0.0,1.0,0.125,-11.472,1.0,0.0469,173.794,4.0
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.047,0.643,163870.0,0.783,0.0,10.0,0.083,-6.458,1.0,0.0856,154.084,4.0
Meanwhile... In Genova,THE S.L.P.,0.0141,0.541,206067.0,0.791,0.00285,7.0,0.12,-5.843,1.0,0.0461,102.027,4.0
Medieval,FINNEAS,0.754,0.797,171863.0,0.537,5.49e-05,9.0,0.107,-5.937,1.0,0.039,115.069,4.0
Medley: Kehna Galat Galat / Halka Halka Suroor,Madhur Sharma,0.484,0.731,490435.0,0.506,0.0,8.0,0.0944,-8.579,1.0,0.037,114.986,4.0
Medusa,Eight8,0.427,0.628,120354.0,0.448,0.00128,2.0,0.135,-8.283,1.0,0.0341,160.035,4.0
Medusa,Kailee Morgue,0.567,0.914,203027.0,0.427,0.013,3.0,0.0774,-7.766,0.0,0.0537,120.01,4.0
Meet Me,Mickey Valen,0.278,0.46,193379.0,0.698,5.02e-05,7.0,0.306,-3.423,0.0,0.414,144.113,4.0
Meet Me At Our Spot,THE ANXIETY,0.0153,0.773,162680.0,0.47,0.000193,2.0,0.0851,-7.93,1.0,0.0299,94.995,4.0
Meet Me At Our Spot - Live,THE ANXIETY,0.159,0.694,147829.0,0.475,3.9e-06,2.0,0.103,-7.035,1.0,0.0345,94.987,4.0
"Mehbooba Mehbooba - From “Sholay Songs And Dialogues, Vol. 2” Soundtrack",R. D. Burman,0.979,0.54,230600.0,0.479,0.578,3.0,0.161,-10.44,1.0,0.0353,111.338,4.0
Mehndi Laga Ke Rakhna,Lata Mangeshkar,0.777,0.569,286695.0,0.827,2.8e-06,2.0,0.37,-7.586,0.0,0.11,98.4,4.0
Melancholy,Jisatsu,0.981,0.48,166588.0,0.0419,0.905,1.0,0.365,-29.08,1.0,0.0356,85.008,4.0
Melaton,Beatmund Noise,0.571,0.557,112550.0,0.183,0.915,0.0,0.111,-22.948,1.0,0.0357,104.515,4.0
Melody,Cadmium,0.245,0.364,220235.0,0.466,2.75e-06,9.0,0.0905,-10.524,1.0,0.0889,84.226,4.0
Melody of Love,Hot Chip,0.0584,0.526,258442.0,0.699,2.56e-06,4.0,0.0555,-9.222,0.0,0.0362,129.942,4.0
Meltdown,Johnny Stimson,0.247,0.571,172831.0,0.502,2.49e-05,3.0,0.441,-7.159,0.0,0.137,158.942,4.0
Memories,Conan Gray,0.00979,0.34,248819.0,0.684,0.0,11.0,0.348,-6.306,1.0,0.044,112.969,4.0
Memories,Maroon 5,0.841,0.775,189486.0,0.327,0.0,11.0,0.0821,-7.241,1.0,0.0557,91.05,4.0
Memories,Thutmose,0.0519,0.567,199147.0,0.651,0.0,5.0,0.183,-7.146,0.0,0.0554,93.989,4.0
Memories of Harry,Henry Jackman,0.931,0.211,120133.0,0.119,0.83,7.0,0.0948,-16.338,1.0,0.0374,80.765,4.0
Memory,Kane Brown,0.395,0.434,153338.0,0.889,0.0,9.0,0.273,-5.684,1.0,0.0509,113.326,5.0
Memory,Promoting Sounds,0.0616,0.748,134609.0,0.694,0.000167,1.0,0.331,-7.616,1.0,0.0861,115.044,4.0
Memory - Feather Remix,Kane Brown,0.0457,0.481,186067.0,0.493,1.69e-06,6.0,0.129,-10.853,0.0,0.0459,178.064,4.0
Memory - Said The Sky Remix,Kane Brown,0.235,0.549,154887.0,0.68,0.0,9.0,0.318,-6.116,1.0,0.069,170.018,4.0
Memory Lane,Haley Joelle,0.933,0.488,154000.0,0.103,0.0,1.0,0.107,-12.009,1.0,0.0522,120.141,4.0
Memory Lane,kyu,0.87,0.655,131159.0,0.118,0.924,0.0,0.11,-16.045,0.0,0.041,134.094,4.0
Mera Mann Kehne Laga,Falak Shabbir,0.714,0.46,227335.0,0.444,2.65e-05,7.0,0.0881,-6.217,1.0,0.123,74.977,4.0
Mercy,Shawn Mendes,0.125,0.555,208733.0,0.662,0.0,11.0,0.111,-4.952,0.0,0.0827,148.128,4.0
Mere Dholna,Pritam,0.414,0.68,404432.0,0.973,0.0,8.0,0.216,-2.881,1.0,0.122,115.061,4.0
Mere Dholna (Arijit Version),Pritam,0.343,0.681,364286.0,0.917,0.0,8.0,0.663,-5.295,1.0,0.0573,116.03,4.0
Mere Haath Mein,Jatin-Lalit,0.578,0.554,285858.0,0.606,0.000183,1.0,0.11,-12.312,1.0,0.0722,93.922,4.0
Mere Sapnon Ki Rani,Kishore Kumar,0.0894,0.844,143008.0,0.817,0.0,10.0,0.0604,-2.141,0.0,0.13,118.025,4.0
Mere Yaaraa,Arijit Singh,0.713,0.324,285164.0,0.539,3.15e-05,2.0,0.118,-8.076,1.0,0.038,120.526,4.0
Meri Duniya Hai,Sonu Nigam,0.491,0.634,278107.0,0.54,5.53e-05,0.0,0.115,-10.506,1.0,0.0297,121.061,4.0
Meri Maa,Pritam,0.885,0.575,213833.0,0.306,0.0,11.0,0.109,-10.536,1.0,0.0476,82.011,4.0
Mess Is Mine,Vance Joy,0.047,0.595,223640.0,0.723,0.0286,7.0,0.0995,-8.256,1.0,0.0349,108.043,1.0
Mess It Up,Gracie Abrams,0.245,0.765,171280.0,0.582,8.21e-05,0.0,0.154,-4.528,1.0,0.12,132.992,4.0
Mess It Up,Savannah Sgro,0.193,0.673,164897.0,0.7,0.0,3.0,0.208,-6.988,1.0,0.0958,127.01,4.0
Message from Home,Hans Zimmer,0.951,0.232,100878.0,0.00108,0.431,7.0,0.346,-42.044,1.0,0.0346,83.854,4.0
Met You,RYVN,0.728,0.645,135659.0,0.561,0.0,0.0,0.171,-7.051,1.0,0.0938,115.211,4.0
Mevzu Derin,Berk Coşkun,0.0628,0.854,178165.0,0.631,2.25e-05,7.0,0.0824,-6.695,0.0,0.0673,94.033,4.0
Mia Khalifa (feat. M.I.M.E),Skan,0.0509,0.813,208000.0,0.888,1.29e-05,11.0,0.129,-4.062,1.0,0.241,150.066,4.0
Middle Of Nowhere,Vancouver Sleep Clinic,0.505,0.333,402655.0,0.423,0.00186,8.0,0.0873,-11.423,1.0,0.0369,123.83,4.0
Middle of Somewhere,The Neighbourhood,0.716,0.508,171053.0,0.394,0.0,9.0,0.158,-9.472,0.0,0.0252,92.055,4.0
Midnight City,M83,0.0161,0.526,241440.0,0.712,0.0,11.0,0.179,-6.525,0.0,0.0356,105.009,4.0
Midnight City,Player1,0.0239,0.564,158143.0,0.795,0.000435,7.0,0.159,-5.969,1.0,0.0359,140.048,4.0
Midnight City - Eric Prydz Private Remix,M83,0.00087,0.534,357242.0,0.849,0.508,11.0,0.552,-7.415,0.0,0.0678,125.009,4.0
Midnight Drives,Munn,0.705,0.659,180231.0,0.24,0.0,1.0,0.288,-13.223,1.0,0.0427,129.81,4.0
Midnight In A Perfect World,DJ Shadow,0.532,0.664,298373.0,0.645,0.652,7.0,0.251,-9.334,0.0,0.0353,79.526,4.0
Midnight Passion (Alternate Universe),Eleven Point Two,0.123,0.751,211875.0,0.296,0.0,2.0,0.157,-13.1,1.0,0.0406,128.032,4.0
Midnight River (feat. 6LACK),Pink Sweat$,0.777,0.497,184242.0,0.351,0.0,1.0,0.157,-9.048,0.0,0.0648,171.719,4.0
Migas 2000,The Limiñanas,0.497,0.578,115400.0,0.771,0.293,2.0,0.341,-5.933,1.0,0.0327,132.921,4.0
Migraine,Twenty One Pilots,0.11,0.69,239015.0,0.678,0.0,0.0,0.246,-6.52,1.0,0.154,173.995,4.0
Mile High (feat. Travis Scott & Metro Boomin),James Blake,0.403,0.754,193600.0,0.37,6.22e-05,6.0,0.107,-9.854,0.0,0.12,114.941,4.0
Miles To Go - Instrumental Version,Stateless,0.461,0.691,263667.0,0.557,0.924,7.0,0.112,-8.993,0.0,0.0595,135.589,3.0
Milk & Honey - Alt Version,Billie Marten,0.949,0.318,288493.0,0.193,0.0328,11.0,0.095,-14.794,0.0,0.0573,170.414,3.0
Millennial Love (feat. Kina Grannis),Ryan Higa,0.227,0.589,233433.0,0.484,0.0,7.0,0.147,-6.664,1.0,0.03,138.165,4.0
Million Days,SABAI,0.27,0.514,208552.0,0.648,0.0,0.0,0.14,-5.456,1.0,0.0482,144.942,4.0
Million Days - Acoustic,SABAI,0.747,0.629,214606.0,0.511,0.0,0.0,0.0987,-7.325,1.0,0.0298,139.982,4.0
Million Ways,HRVY,0.0312,0.645,169887.0,0.803,0.0,6.0,0.13,-4.819,1.0,0.034,106.03,4.0
Millionaire (feat. Nelly),Digital Farm Animals,,,,,,,,,,,,
Minchagi Neenu,Sonu Nigam,0.387,0.676,266954.0,0.624,4.84e-05,1.0,0.206,-8.264,0.0,0.0575,115.975,4.0
Mind,Lund,0.23,0.698,160000.0,0.476,0.00172,9.0,0.0785,-11.51,0.0,0.0728,136.038,4.0
Mind (feat. Kai),Jack Ü,0.117,0.502,242069.0,0.777,2.91e-06,1.0,0.0957,-4.627,1.0,0.0934,174.153,4.0
Mind Is A Prison,Alec Benjamin,0.504,0.656,161697.0,0.645,0.0,5.0,0.18,-5.442,0.0,0.0397,75.473,4.0
Mind Over Matter,Young the Giant,0.000501,0.466,244693.0,0.763,0.0,0.0,0.0973,-4.448,1.0,0.0318,154.914,4.0
Mine,Bazzi,0.0161,0.71,131064.0,0.789,2.77e-06,4.0,0.451,-3.874,1.0,0.0722,142.929,4.0
Mine,Coopex,0.107,0.476,209330.0,0.807,0.00102,1.0,0.111,-3.109,0.0,0.0484,140.009,4.0
Mine (You Can't Find Love in Mollywood),Lauv,0.229,0.734,206133.0,0.498,5.59e-06,1.0,0.093,-7.453,0.0,0.0318,126.054,4.0
Mine All Day,pewdiepie,0.099,0.62,250898.0,0.682,0.0,8.0,0.132,-7.688,1.0,0.353,145.386,4.0
Miracle,CHVRCHES,0.0147,0.573,188252.0,0.741,0.0,5.0,0.178,-4.426,1.0,0.0316,124.002,4.0
Miracle,REYKO,0.653,0.8,184987.0,0.394,0.000423,7.0,0.11,-10.684,0.0,0.0494,144.064,4.0
Miss Me - Demo,Lauv,0.552,0.568,118920.0,0.452,0.0,3.0,0.18,-7.258,1.0,0.117,73.701,4.0
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,0.25,0.747,186231.0,0.641,0.00107,1.0,0.106,-4.502,1.0,0.0925,100.028,4.0
Miss You - Sped Up Version,Oliver Tree,0.0141,0.527,171702.0,0.66,0.0185,0.0,0.156,-10.692,1.0,0.0877,173.979,4.0
Miss You - Sped Up Version,southstar,0.181,0.592,170984.0,0.64,0.801,0.0,0.14,-12.339,1.0,0.0475,173.999,4.0
Miss You More,Sophia Angeles,0.218,0.671,165947.0,0.507,0.0,1.0,0.0883,-10.025,0.0,0.0665,93.937,4.0
Missed You - Bonus Track,The Weeknd,0.115,0.689,144540.0,0.374,0.000132,5.0,0.111,-10.038,0.0,0.0851,151.98,4.0
Missing Home,flora cash,0.248,0.732,190227.0,0.587,0.00109,11.0,0.0964,-7.159,1.0,0.0395,95.003,4.0
Missing Me,YVA,0.598,0.367,280467.0,0.15,0.00034,0.0,0.163,-11.368,0.0,0.0347,155.346,4.0
Missing Piece,Marika Takeuchi,0.874,0.589,245307.0,0.365,0.905,9.0,0.101,-14.291,1.0,0.0284,110.023,4.0
Missing Piece,Vance Joy,0.0449,0.632,215840.0,0.863,1.01e-06,0.0,0.13,-5.21,1.0,0.0446,101.976,4.0
Missing You,The Vamps,0.168,0.537,214987.0,0.647,0.0,2.0,0.108,-7.37,1.0,0.0519,79.77,4.0
Mistletoe,Justin Bieber,0.498,0.657,182947.0,0.56,0.0,6.0,0.0794,-9.049,0.0,0.0467,161.993,4.0
Mitti Da Khadona,Bilal Saeed,0.287,0.72,199792.0,0.503,0.0,4.0,0.0946,-6.385,0.0,0.0509,109.001,4.0
Mitti Di Khushboo,Rochak Kohli,0.395,0.64,247223.0,0.754,0.0,6.0,0.209,-4.873,0.0,0.0392,94.989,4.0
Mitwa,Shankar-Ehsaan-Loy,0.295,0.63,382973.0,0.63,1.26e-05,4.0,0.0934,-7.525,1.0,0.0364,107.103,4.0
Mixed Emotions,Ladyhawke,0.0316,0.821,214533.0,0.735,0.0,11.0,0.334,-6.106,0.0,0.0401,125.991,4.0
Mo Bopalo,Sonu Nigam,0.762,0.454,220868.0,0.41,0.0,11.0,0.485,-14.576,1.0,0.0686,100.179,3.0
Modern Loneliness,Lauv,0.14,0.701,252337.0,0.507,0.0,8.0,0.108,-7.106,1.0,0.0353,82.009,4.0
Modern Love.,Sons Of Leaves,0.413,0.552,212027.0,0.755,0.00537,9.0,0.166,-8.675,1.0,0.0347,148.027,4.0
Moh Moh Ke Dhaage (Male),Anu Malik,0.741,0.634,322900.0,0.344,6.09e-05,2.0,0.111,-11.011,1.0,0.0288,128.0,4.0
Molly In Mexico,Lauv,0.00439,0.664,179388.0,0.855,0.241,1.0,0.0959,-6.069,0.0,0.0633,143.993,4.0
Mona Lisa,AREA21,0.073,0.734,163640.0,0.867,0.0,8.0,0.13,-3.419,0.0,0.0918,144.989,3.0
Money Rain - Phonk Remix,VTORNIK,0.355,0.936,150942.0,0.791,0.00628,6.0,0.168,-3.605,1.0,0.235,102.02,4.0
Money Run Low,The Score,0.0203,0.651,185467.0,0.933,0.0,7.0,0.306,-3.978,0.0,0.0457,134.048,4.0
"Money, Love & Death",gnash,0.819,0.415,164110.0,0.301,0.305,4.0,0.106,-13.874,1.0,0.0443,178.934,4.0
Monopoly,Mokita,0.123,0.5,206256.0,0.612,2.12e-05,5.0,0.195,-7.099,1.0,0.0348,94.974,4.0
Monster,LUM!X,0.0253,0.83,154226.0,0.794,0.0248,8.0,0.106,-6.279,0.0,0.432,128.16,4.0
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,0.0676,0.652,178994.0,0.383,0.0,2.0,0.0828,-7.076,0.0,0.0516,145.765,4.0
Monsters (feat. Demi Lovato and blackbear),All Time Low,0.0137,0.51,174425.0,0.787,0.0,0.0,0.368,-3.712,0.0,0.0529,162.092,4.0
Monsters (feat. blackbear),All Time Low,0.0493,0.369,174068.0,0.845,0.0,0.0,0.416,-3.449,0.0,0.0611,78.532,4.0
Monta Re,Swanand Kirkire,0.918,0.718,237614.0,0.295,0.00454,4.0,0.0954,-11.098,1.0,0.0567,150.054,3.0
Montana,Daya,0.903,0.602,203869.0,0.405,0.0,2.0,0.133,-7.157,1.0,0.0319,137.743,4.0
Montreal,Roosevelt,0.00221,0.669,236336.0,0.642,0.834,5.0,0.203,-9.004,1.0,0.0515,115.973,4.0
Mood (feat. iann dior),24kGoldn,0.174,0.701,140533.0,0.716,0.0,7.0,0.324,-3.671,0.0,0.0361,91.007,4.0
Moody,Savannah Sgro,0.192,0.667,189082.0,0.461,6.42e-05,5.0,0.0723,-8.452,1.0,0.0352,135.915,4.0
Moon,Jonah Kagen,0.191,0.586,220918.0,0.516,0.0,1.0,0.489,-8.806,0.0,0.0386,109.928,4.0
Moon,Kanye West,0.898,0.319,156091.0,0.236,1.62e-05,5.0,0.272,-9.644,1.0,0.0318,162.351,4.0
Moon,Lund,0.61,0.842,180813.0,0.336,0.00112,5.0,0.11,-10.937,1.0,0.0878,153.989,4.0
Moon Child,The F16s,0.0568,0.606,279841.0,0.713,0.00262,9.0,0.0814,-5.987,1.0,0.0314,120.016,4.0
Moon in the Morning,Adam Melchor,0.799,0.458,194267.0,0.464,3.42e-05,5.0,0.109,-9.126,0.0,0.031,122.821,4.0
Moonlight,Ali Gatie,0.495,0.804,228854.0,0.48,0.0,11.0,0.105,-6.662,1.0,0.0321,120.002,4.0
Moonlight,XXXTENTACION,0.556,0.921,135090.0,0.537,0.00404,9.0,0.102,-5.723,0.0,0.0804,128.009,4.0
Moonlight Hour,luvwn,0.813,0.663,161312.0,0.0846,0.946,11.0,0.1,-18.729,1.0,0.041,122.006,4.0
Moonlight in my Bedroom,nodisco.,0.128,0.718,211733.0,0.584,0.00351,1.0,0.0686,-7.342,1.0,0.0492,106.994,4.0
Moral of the Story,Ashe,0.593,0.569,201017.0,0.403,4.49e-06,10.0,0.102,-8.618,1.0,0.0439,119.819,4.0
Moral of the Story (feat. Niall Horan),Ashe,0.496,0.579,198515.0,0.37,0.0,10.0,0.221,-8.9,1.0,0.0383,119.799,4.0
More Like Love,Ben Rector,0.907,0.432,226680.0,0.147,0.0,9.0,0.102,-11.054,1.0,0.046,122.073,3.0
More Than Friends,Mokita,0.608,0.777,159040.0,0.415,0.0,10.0,0.309,-8.746,1.0,0.033,129.917,4.0
More Than You Know,Axwell /\ Ingrosso,0.0275,0.646,203000.0,0.741,0.0,5.0,0.312,-4.973,0.0,0.034,123.077,4.0
More Than a Friend,girli,0.0301,0.689,175693.0,0.594,0.0,0.0,0.102,-7.645,1.0,0.0584,137.112,4.0
Morning Sex,Ralph Castelli,0.0599,0.827,175491.0,0.322,0.000141,6.0,0.0873,-10.213,1.0,0.0513,124.986,4.0
Mortel,Fishbach,0.00179,0.598,236547.0,0.629,0.0,5.0,0.068,-5.875,0.0,0.0265,95.975,4.0
Moss,Nakani,0.318,0.711,148632.0,0.714,0.92,11.0,0.0909,-9.179,1.0,0.0886,134.345,4.0
Moss,imagiro,0.932,0.742,164625.0,0.28,0.908,5.0,0.124,-8.157,0.0,0.098,82.997,4.0
Mother,Charlie Puth,0.375,0.407,162864.0,0.697,5.07e-06,11.0,0.125,-5.612,1.0,0.342,179.681,3.0
Motivated (Not),ChillsmokeႿ,0.789,0.609,156841.0,0.184,0.207,2.0,0.0616,-18.896,0.0,0.0288,109.976,4.0
Motley Crew,Post Malone,0.0904,0.797,184213.0,0.631,3.71e-06,3.0,0.0998,-3.818,0.0,0.0786,129.915,4.0
Mount Everest,Labrinth,0.236,0.494,157497.0,0.428,0.0698,0.0,0.0816,-7.239,0.0,0.205,87.724,4.0
Mountains,Hans Zimmer,0.59,0.304,219093.0,0.0585,0.928,9.0,0.0982,-16.949,0.0,0.0351,119.975,4.0
Mourning Dove,WYS,0.771,0.654,141159.0,0.535,0.908,6.0,0.0879,-11.861,0.0,0.0429,139.932,4.0
Mourning Sound,Grizzly Bear,0.15,0.507,262107.0,0.737,0.159,7.0,0.122,-6.332,1.0,0.0624,128.015,4.0
Move Bitch,Disturbing Tha Peace,,,,,,,,,,,,
Move On,Grant,0.132,0.492,182250.0,0.812,0.0,8.0,0.26,-5.446,1.0,0.119,80.281,4.0
Move Your Body,Öwnboss,0.0169,0.848,157445.0,0.821,0.000403,2.0,0.0962,-5.408,0.0,0.0527,125.051,4.0
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,0.0111,0.722,201160.0,0.758,0.0,11.0,0.308,-4.477,0.0,0.0471,128.047,4.0
Movie Star (feat. FR33SOL & Lavva),The Veronicas,0.163,0.523,196634.0,0.653,0.0,10.0,0.234,-5.638,1.0,0.0884,134.809,4.0
Movies,Weyes Blood,0.636,0.086,353732.0,0.362,0.404,7.0,0.106,-8.932,0.0,0.0347,71.398,4.0
Moving Forward,Colony House,0.0597,0.411,217987.0,0.591,3.22e-06,1.0,0.084,-6.135,1.0,0.0262,94.906,3.0
Mr. Sandman,SYML,0.918,0.341,206493.0,0.37,0.258,9.0,0.074,-10.661,0.0,0.0393,96.677,4.0
Mugulu Nage Title Track,Sonu Nigam,,,,,,,,,,,,
Mujhe Raat Din Bas,Sonu Nigam,0.4,0.614,311333.0,0.469,3.93e-06,5.0,0.102,-13.124,1.0,0.0338,118.169,4.0
Mungaru Maleye,Sonu Nigam,0.61,0.537,289933.0,0.507,0.0,7.0,0.289,-8.084,1.0,0.0342,130.16,4.0
Murder In My Mind,Kordhell,0.00547,0.712,145000.0,0.972,7.06e-05,10.0,0.128,-0.514,1.0,0.112,119.966,4.0
Murder In My Mind - Sped Up,Kordhell,0.00364,0.598,115200.0,0.994,0.0617,2.0,0.397,-0.89,1.0,0.404,151.135,4.0
Murph,Hans Zimmer,0.704,0.0631,680779.0,0.123,0.684,0.0,0.0602,-18.226,1.0,0.0471,58.16,4.0
Must Have Been The Wind,Alec Benjamin,0.784,0.653,177806.0,0.644,0.000202,7.0,0.161,-6.204,1.0,0.0572,88.968,4.0
Mutate,Jeanne Added,0.0773,0.718,167520.0,0.427,7.74e-05,9.0,0.178,-8.1,0.0,0.0395,124.89,4.0
Muted Sunrise,Jaden,0.617,0.644,142650.0,0.482,0.00309,9.0,0.121,-8.537,1.0,0.0304,144.017,3.0
My American Life,BROCKHAMPTON,0.57,0.767,87040.0,0.461,0.0,5.0,0.697,-7.639,1.0,0.0767,118.013,4.0
My Cloud,Grabbitz,0.321,0.754,187963.0,0.938,4.62e-05,8.0,0.0889,-5.874,1.0,0.0612,144.074,4.0
My Demons,STARSET,0.00768,0.274,288036.0,0.652,6.42e-05,5.0,0.108,-6.196,0.0,0.0625,173.008,4.0
My Drum Machine,Lorn,0.00019,0.735,257520.0,0.835,0.839,4.0,0.573,-7.199,0.0,0.0612,125.008,4.0
My Friends Never Die,ODESZA,0.00439,0.489,171500.0,0.595,0.878,4.0,0.0855,-8.106,0.0,0.0374,170.05,4.0
My Garage Is Your House,Alien Pimp,0.000323,0.768,306840.0,0.823,0.724,1.0,0.158,-10.417,0.0,0.078,140.023,4.0
My Gospel,Charlie Puth,0.27,0.7,210867.0,0.654,0.0,6.0,0.0768,-7.126,0.0,0.297,112.039,4.0
My Heart,KK,0.209,0.842,298393.0,0.93,1.42e-05,9.0,0.104,-8.328,0.0,0.0949,130.0,4.0
My Hood (Full Mix),Suni Clay,0.134,0.63,271413.0,0.937,0.0,2.0,0.156,-3.036,1.0,0.187,100.096,4.0
My Hood (Instrumental),Suni Clay,0.00177,0.736,271027.0,0.828,0.837,2.0,0.0547,-3.45,1.0,0.0389,100.014,4.0
My House,Flo Rida,0.0215,0.688,192191.0,0.702,0.0,7.0,0.128,-4.792,0.0,0.0499,94.006,4.0
My Love,Fella,0.168,0.669,187386.0,0.742,0.671,8.0,0.097,-7.911,1.0,0.426,125.855,3.0
My Lover,Birdtalker,0.83,0.328,269596.0,0.185,7.3e-05,0.0,0.117,-12.1,1.0,0.0365,71.454,4.0
My Mistake,Nico Collins,0.0148,0.437,234931.0,0.884,0.0,1.0,0.115,-4.25,1.0,0.0804,151.853,4.0
My Name Is Trouble,Keren Ann,0.102,0.58,253240.0,0.605,0.642,1.0,0.197,-10.359,1.0,0.0296,114.947,4.0
My Oasis (feat. Burna Boy),Sam Smith,0.569,0.691,179917.0,0.474,0.000626,10.0,0.099,-8.742,0.0,0.0583,143.783,4.0
My Ordinary Life,Podos Officialx,,,,,,,,,,,,
My Ordinary Life,The Living Tombstone,0.00533,0.648,230895.0,0.827,0.338,9.0,0.217,-4.78,0.0,0.042,176.005,4.0
My People,The Presets,0.0137,0.562,266560.0,0.927,8.99e-06,5.0,0.457,-2.461,1.0,0.0362,126.999,4.0
My Sharona,The Knack,0.0589,0.586,295400.0,0.7,0.00125,0.0,0.0318,-9.558,1.0,0.0363,147.245,4.0
