track_name,artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
Chala Jata Hoon,Kishore Kumar,0.911,0.544,269552.0,0.467,3.01e-06,4.0,0.446,-7.403,1.0,0.032,107.688,4.0
Chalte Chalte,Jatin-Lalit,0.393,0.639,458815.0,0.531,7.61e-06,11.0,0.285,-14.632,0.0,0.0407,97.074,4.0
Chammak Challo,Akon,0.0696,0.742,227091.0,0.879,7.17e-06,0.0,0.0981,-4.274,0.0,0.0328,133.946,4.0
Chances,AP Dhillon,0.195,0.621,172235.0,0.705,4.19e-06,6.0,0.292,-5.604,0.0,0.222,85.036,4.0
Chand Sifarish,Jatin-Lalit,0.242,0.829,275931.0,0.665,1.75e-05,2.0,0.123,-8.128,1.0,0.0868,122.043,4.0
Change,NF,0.438,0.784,234074.0,0.753,0.0,6.0,0.167,-4.099,0.0,0.213,116.959,4.0
Change My Clothes,Dream,0.563,0.597,186359.0,0.595,2.06e-06,9.0,0.291,-7.328,1.0,0.226,169.81,4.0
Change The Paradigm,Austra,0.00683,0.633,220551.0,0.682,0.201,1.0,0.102,-10.343,1.0,0.0295,131.008,4.0
Changed the Way You Kissed Me,Player1,0.181,0.635,153000.0,0.764,7.63e-06,4.0,0.372,-5.247,0.0,0.173,140.015,4.0
Changes,Hayd,0.941,0.624,214815.0,0.115,3.47e-05,6.0,0.11,-17.139,1.0,0.0446,120.198,4.0
Changes,redpillow,0.481,0.74,123346.0,0.377,0.00437,8.0,0.18,-9.716,0.0,0.0446,130.097,4.0
Channel 43 - Radio Edit,deadmau5,0.00487,0.641,184687.0,0.773,0.804,1.0,0.1,-5.251,1.0,0.058,128.031,4.0
Channel Orange In Your Living Room,Charlie Burg,0.518,0.698,158373.0,0.604,0.0,11.0,0.07,-6.489,1.0,0.0494,118.692,4.0
Chasing Fire,Lauv,0.0449,0.708,205267.0,0.562,0.0,5.0,0.216,-4.864,1.0,0.0725,125.963,4.0
Chasing Parties,Sasha Alex Sloan,0.72,0.584,162248.0,0.261,1.1e-06,11.0,0.126,-12.317,1.0,0.0486,180.149,4.0
Chasing Stars (feat. James Bay),Alesso,0.0169,0.594,170457.0,0.64,0.0,10.0,0.135,-6.865,1.0,0.033,92.871,4.0
Chasing Stars (feat. James Bay) [VIP Mix],Alesso,0.0298,0.728,169180.0,0.78,0.00758,7.0,0.126,-6.923,0.0,0.09,121.991,4.0
Chat Deni Maar Deli,MANOJ TIWARI,0.175,0.771,362093.0,0.711,0.0,7.0,0.264,-11.795,1.0,0.0673,126.975,4.0
Cheap Thrills (feat. Sean Paul),Sia,0.0599,0.592,224493.0,0.788,2.54e-06,6.0,0.125,-4.924,0.0,0.201,89.949,4.0
Cheating on You,Charlie Puth,0.0131,0.749,196607.0,0.535,3.65e-05,4.0,0.0982,-6.785,1.0,0.0336,123.042,4.0
Check It Out,Oh The Larceny,0.017,0.645,161500.0,0.945,0.00122,5.0,0.318,-3.516,0.0,0.0862,120.029,4.0
Chedkhaniyaan,Shankar-Ehsaan-Loy,0.216,0.771,198261.0,0.659,0.0,7.0,0.102,-6.1,1.0,0.0674,92.008,4.0
Cheerleader,OMI,0.141,0.78,180560.0,0.68,1.2e-05,4.0,0.138,-6.081,1.0,0.0305,118.026,4.0
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,0.141,0.78,180560.0,0.68,1.2e-05,4.0,0.138,-6.081,1.0,0.0305,118.026,4.0
Cheliya,KK,0.262,0.574,319725.0,0.911,0.0,11.0,0.366,-6.709,0.0,0.0888,135.494,4.0
Chemistry,Lund,0.303,0.371,213651.0,0.729,0.000112,2.0,0.071,-4.915,1.0,0.0371,111.933,4.0
Cherry,Chromatics,0.0336,0.655,271952.0,0.782,0.228,7.0,0.175,-6.388,0.0,0.0355,108.245,4.0
Cherry Blossom,Tosama Beats,0.735,0.695,149610.0,0.333,0.826,2.0,0.0893,-13.224,1.0,0.0305,77.006,4.0
Cherry Flavoured,The Neighbourhood,0.23,0.617,208453.0,0.574,0.0105,6.0,0.0983,-9.768,1.0,0.0276,91.769,4.0
Chicken,Your Neighbors,0.0303,0.572,207849.0,0.759,0.0,10.0,0.56,-8.19,0.0,0.0583,93.025,4.0
Chicken Soup,Skrillex,0.00129,0.823,207293.0,0.815,0.0494,11.0,0.599,-3.947,1.0,0.134,125.989,4.0
Chidiya Chidiya,Uttam Singh,0.883,0.906,173149.0,0.365,0.0,5.0,0.0554,-13.7,1.0,0.0721,126.073,4.0
Child Of The Devil,Timmy Trumpet,0.103,0.721,142663.0,0.777,0.0,1.0,0.0482,-3.303,1.0,0.0418,155.011,3.0
Childhood Memories,Corey J. Beats,0.949,0.502,177021.0,0.0687,0.92,0.0,0.0986,-22.779,1.0,0.0317,119.97,4.0
Chill Calling,Fatboibari,0.142,0.521,99474.0,0.27,0.0,8.0,0.334,-17.214,1.0,0.34,103.144,1.0
Chills,Mickey Valen,0.0632,0.371,136483.0,0.821,0.00429,11.0,0.136,-4.371,0.0,0.0944,90.405,4.0
Chimes,Khutko,0.937,0.644,137561.0,0.182,0.825,9.0,0.0864,-19.706,0.0,0.0457,81.959,4.0
Chip Chrome,The Neighbourhood,0.961,0.205,31045.0,0.739,0.937,6.0,0.339,-13.072,1.0,0.0546,79.988,4.0
Chitta,Manan Bhardwaj,0.706,0.412,228189.0,0.494,0.0,6.0,0.0772,-9.282,1.0,0.0536,169.93,4.0
Chitta Kurta,Karan Aujla,0.2,0.834,217260.0,0.738,0.0,8.0,0.0797,-6.904,0.0,0.199,89.99,4.0
Chittiyaan Kalaiyaan,Meet Bros Anjjan,0.0962,0.793,246100.0,0.887,6.39e-05,7.0,0.623,-5.285,1.0,0.0954,100.007,4.0
Chlorine,Twenty One Pilots,0.0735,0.609,324467.0,0.674,0.06,10.0,0.345,-7.388,0.0,0.0548,90.009,4.0
"Chogada (From ""Loveyatri"")",Darshan Raval,,,,,,,,,,,,
Choo Lo,The Local Train,0.0265,0.512,233630.0,0.695,0.00815,4.0,0.146,-6.349,1.0,0.0271,145.957,4.0
Chop Suey!,System Of A Down,0.000278,0.417,210240.0,0.934,0.0015,7.0,0.132,-3.908,0.0,0.119,127.066,4.0
"Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35 ""Funeral March"": III. Marche funèbre. Lento",Frédéric Chopin,,,,,,,,,,,,
Chori Chori Chupke Chupke,Udit Narayan,0.184,0.679,373133.0,0.534,1.47e-06,6.0,0.318,-9.398,0.0,0.0762,158.809,3.0
Chori Kiya Re Jiya,Sonu Nigam,0.475,0.507,286720.0,0.585,0.0,9.0,0.317,-5.367,1.0,0.0288,132.741,4.0
Chosen One,Valley Of Wolves,0.149,0.63,237958.0,0.747,4.77e-05,2.0,0.0931,-2.971,1.0,0.0483,81.984,4.0
Chura Liya Hai Tumne Jo Dil Ko,Asha Bhosle,0.857,0.559,287840.0,0.318,1.88e-06,9.0,0.11,-11.106,0.0,0.0317,80.242,4.0
Cinema,Arcando,0.0395,0.534,202000.0,0.851,0.000527,6.0,0.152,-5.825,0.0,0.0569,150.046,4.0
Cinema - Skrillex Remix,Benny Benassi,0.00988,0.637,307862.0,0.985,0.00857,6.0,0.0649,-3.809,0.0,0.184,145.111,4.0
Circa 2013,Jaden,0.748,0.472,129000.0,0.373,0.00346,0.0,0.317,-10.781,0.0,0.029,82.007,4.0
City,DBMK,0.851,0.437,166542.0,0.243,1.62e-06,7.0,0.112,-10.577,1.0,0.0281,144.164,4.0
City Lights,Connor Price,0.101,0.895,135333.0,0.283,0.000157,3.0,0.1,-8.387,1.0,0.101,94.023,4.0
City Of Stars,Ryan Gosling,0.899,0.492,149707.0,0.116,1.93e-06,2.0,0.0889,-15.15,0.0,0.0379,111.787,4.0
City Talks,Syd Matters,0.801,0.435,133227.0,0.196,0.194,3.0,0.36,-14.145,1.0,0.0297,144.73,4.0
Clap Your Hands (feat. Ava Max),Le Youth,0.00507,0.788,201579.0,0.824,0.00752,11.0,0.183,-4.85,0.0,0.0761,111.988,4.0
Classic,MKTO,0.0384,0.72,175427.0,0.791,0.0,1.0,0.157,-4.689,1.0,0.124,102.071,4.0
Claude's Girl,Marika Hackman,0.962,0.444,158423.0,0.0629,0.0069,7.0,0.097,-20.499,0.0,0.035,141.325,3.0
Clear Eyes,Mokita,0.857,0.605,175266.0,0.251,5.43e-05,0.0,0.113,-15.06,1.0,0.0437,139.585,4.0
Cleopatra,The Lumineers,0.228,0.536,201413.0,0.775,0.000143,8.0,0.0947,-6.765,1.0,0.0394,151.393,4.0
Climb Inside Your Mind,Blond in Car,0.0376,0.596,230516.0,0.543,2.35e-06,1.0,0.0834,-7.996,0.0,0.028,100.019,4.0
Clique,Kanye West,0.0534,0.66,293613.0,0.539,0.0,9.0,0.222,-5.947,0.0,0.324,109.318,5.0
Close Eyes,DVRST,0.0748,0.784,132346.0,0.572,0.843,0.0,0.139,-9.853,1.0,0.0573,96.181,4.0
Close Your Eyes,Felix Jaehn,0.0743,0.844,159963.0,0.818,1.28e-05,2.0,0.112,-3.727,1.0,0.2,128.094,4.0
Close to Me,Laica,0.386,0.642,211746.0,0.489,0.0,7.0,0.11,-6.534,1.0,0.0335,116.851,3.0
Close to You (feat. PollyAnna),Steve Aoki,0.0167,0.572,190400.0,0.904,0.00252,0.0,0.31,-3.814,1.0,0.042,150.086,4.0
Closer,Lemaitre,0.0012,0.583,270589.0,0.785,0.0127,2.0,0.124,-3.991,0.0,0.0337,91.977,4.0
Closer Than You,William Black,0.098,0.501,219200.0,0.505,0.0,10.0,0.112,-6.428,1.0,0.0284,149.916,4.0
Closure,Hayd,0.967,0.692,196277.0,0.107,0.0,2.0,0.302,-16.182,1.0,0.0463,123.999,4.0
Closure (feat. BIRDY and Mishaal),Sarcastic Sounds,0.673,0.633,183987.0,0.549,0.0,1.0,0.0677,-7.226,1.0,0.219,154.0,4.0
Clouds,Before You Exit,0.922,0.391,271846.0,0.175,2.47e-06,6.0,0.0896,-13.881,1.0,0.0353,78.805,3.0
Clouds,Kayba,0.869,0.636,133333.0,0.0581,0.925,5.0,0.125,-17.576,1.0,0.0402,72.096,4.0
Cloyster,HM Surf,0.94,0.593,114601.0,0.162,0.849,10.0,0.0823,-21.771,1.0,0.0391,169.976,4.0
Club Can't Handle Me,Flo Rida,0.0283,0.616,234560.0,0.869,0.0,0.0,0.064,-3.911,1.0,0.0327,127.966,4.0
Coast (feat. Anderson .Paak),Hailee Steinfeld,0.0262,0.701,166720.0,0.875,7.32e-06,11.0,0.137,-4.1,1.0,0.0757,111.976,4.0
Coco,pewdiepie,0.45,0.852,205144.0,0.783,0.0,0.0,0.134,-4.241,1.0,0.361,142.066,4.0
Coffee,fishkid,0.699,0.527,137143.0,0.308,0.0021,6.0,0.162,-11.848,1.0,0.0359,69.88,4.0
Coffee Breath,Sofia Mills,0.974,0.866,163902.0,0.211,0.0,11.0,0.0987,-12.676,0.0,0.0404,101.295,4.0
Coffee Cups and Cigarettes,Tomo,0.995,0.459,207598.0,0.063,0.803,8.0,0.108,-14.446,1.0,0.0366,131.704,4.0
Coffin Dance GTA SA,Flyingkitty,0.0448,0.462,90928.0,0.955,0.0,4.0,0.131,-3.906,1.0,0.368,97.456,4.0
Coke & Mentos,salem ilese,0.671,0.605,127826.0,0.663,0.0108,7.0,0.159,-5.396,1.0,0.168,183.361,4.0
Cold,Boy In Space,0.184,0.711,203538.0,0.412,0.0,9.0,0.0546,-6.827,1.0,0.0445,130.013,4.0
Cold,Delto,0.0135,0.714,81951.0,0.523,0.00167,4.0,0.117,-8.489,0.0,0.0545,102.484,4.0
Cold,NEFFEX,0.0664,0.786,186240.0,0.643,1.26e-06,8.0,0.0985,-8.851,1.0,0.0877,125.06,4.0
Cold Bones,Lund,0.467,0.515,203894.0,0.273,0.881,8.0,0.414,-13.575,1.0,0.033,113.076,4.0
Cold Hearted,Seven Lions,0.000521,0.436,272951.0,0.938,0.00907,2.0,0.344,-3.534,1.0,0.0917,149.993,4.0
Cold Skin - INTERCOM Remix,Seven Lions,0.0194,0.42,288024.0,0.641,0.00012,7.0,0.166,-5.11,0.0,0.0474,75.229,4.0
Cold Sweat,Axel Mansoor,0.455,0.732,151974.0,0.34,0.0,0.0,0.212,-9.769,1.0,0.376,145.02,4.0
Cold Water,Major Lazer,0.0736,0.608,185360.0,0.798,0.0,6.0,0.156,-5.092,0.0,0.0432,92.943,4.0
Collide,ryscu,0.0338,0.439,248630.0,0.736,0.0,11.0,0.333,-3.941,0.0,0.0365,146.054,4.0
Color,Grant,0.0535,0.659,213818.0,0.672,3.37e-05,4.0,0.0941,-7.56,0.0,0.0975,110.04,4.0
Color Perfume,Gabriel Senanes,0.959,0.286,165959.0,0.292,0.868,2.0,0.079,-8.11,0.0,0.028,67.576,4.0
Color Perfume,Nicki Gee,0.0961,0.705,266074.0,0.579,7.59e-06,9.0,0.102,-9.639,0.0,0.035,148.017,4.0
"Color Perfume - From ""Hori-san to Miyamura-kun""",Animaddicted,0.961,0.522,133000.0,0.216,0.878,2.0,0.149,-23.121,0.0,0.0612,200.074,4.0
"Color Perfume - Iro Kousui (From ""Horimiya"") - FULL English Cover",We.B,,,,,,,,,,,,
Colorful Mist,Kato,0.995,0.603,49910.0,0.0573,0.941,0.0,0.111,-29.724,0.0,0.0549,63.017,3.0
Colorful Mist Piano,Kato,0.995,0.603,49910.0,0.0573,0.941,0.0,0.111,-29.724,0.0,0.0549,63.017,3.0
Colors,Beck,0.00106,0.656,261742.0,0.871,0.0233,11.0,0.0828,-4.548,1.0,0.071,119.997,4.0
Come & Go (with Marshmello),Juice WRLD,0.0172,0.625,205485.0,0.814,0.0,0.0,0.158,-5.181,1.0,0.0657,144.991,4.0
Come Alive,Hugh Jackman,0.00558,0.702,225933.0,0.77,0.000802,7.0,0.211,-9.411,1.0,0.128,118.034,4.0
Come As You Are,Nirvana,0.00016,0.5,218920.0,0.824,0.00161,4.0,0.0916,-5.846,0.0,0.0388,120.125,4.0
"Come Back Home - From ""Purple Hearts""",Sofia Carson,0.236,0.563,176859.0,0.532,9.75e-06,7.0,0.122,-7.726,1.0,0.0416,145.001,4.0
Come Clarity,In Flames,0.000965,0.361,255653.0,0.929,0.184,10.0,0.131,-4.573,0.0,0.129,149.877,4.0
Come Here and Leave Me Alone,Alexander 23,0.767,0.691,186130.0,0.388,0.00337,1.0,0.0996,-12.401,0.0,0.0537,117.001,4.0
Come With Me,Surfaces,0.16,0.876,209732.0,0.565,0.0284,11.0,0.114,-6.569,0.0,0.0333,111.936,4.0
Come and Get Your Love - Single Version,Redbone,0.172,0.731,205933.0,0.804,0.00028,11.0,0.0685,-7.621,0.0,0.0473,107.383,4.0
Come to Your Senses,Alexandra Shipp,0.431,0.393,267847.0,0.444,0.0,10.0,0.175,-5.745,1.0,0.0289,98.523,4.0
Comeback Kid,Sharon Van Etten,0.000329,0.543,182333.0,0.928,0.567,0.0,0.0328,-5.206,1.0,0.0755,120.102,4.0
Comfortable,Lauv,0.761,0.605,165102.0,0.554,0.0,9.0,0.0903,-5.629,0.0,0.0948,73.457,4.0
Comment te dire adieu - Remasterisé en 2016,Françoise Hardy,0.435,0.711,148507.0,0.586,6.48e-06,10.0,0.15,-9.78,0.0,0.0514,124.058,4.0
Commissary,Clever,0.394,0.707,219730.0,0.393,0.0,9.0,0.102,-8.373,1.0,0.0368,130.048,4.0
Company,Mark Ambor,0.759,0.663,169080.0,0.595,0.000404,6.0,0.109,-6.774,1.0,0.0346,124.022,4.0
Compass,The Neighbourhood,0.238,0.7,167960.0,0.82,0.318,5.0,0.658,-5.499,0.0,0.0329,109.998,4.0
Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,0.191,0.678,184248.0,0.819,0.0,8.0,0.159,-3.306,1.0,0.0313,90.004,4.0
Computer Crash,Lui Joseph,0.174,0.782,169509.0,0.52,0.0,7.0,0.0747,-9.338,0.0,0.171,113.958,4.0
Con Calma,Daddy Yankee,0.11,0.737,193227.0,0.86,1.94e-06,8.0,0.0574,-2.652,0.0,0.0593,93.989,4.0
Concrete Jungle,Black Label Society,9.54e-06,0.451,204267.0,0.987,0.102,9.0,0.0568,-4.105,1.0,0.106,137.731,4.0
Conduit,Lorn,0.0425,0.639,215359.0,0.348,0.736,8.0,0.387,-8.708,1.0,0.0343,145.022,4.0
Congratulations,Eric Nam,0.354,0.534,176440.0,0.504,0.0,9.0,0.0739,-4.02,1.0,0.102,86.482,4.0
Conscious Sleep,Krynoze,0.934,0.5,122832.0,0.13,0.879,2.0,0.334,-21.538,0.0,0.0463,64.013,4.0
"Consolations, S. 172: No. 3, Lento placido",Franz Liszt,0.993,0.368,254000.0,0.00363,0.922,1.0,0.137,-36.759,1.0,0.035,69.363,3.0
Constellations,Jade LeMac,0.219,0.58,200322.0,0.658,0.0,1.0,0.0577,-6.671,1.0,0.0389,74.984,4.0
Consume (feat. Goon Des Garcons),Chase Atlantic,0.07,0.556,267920.0,0.714,0.0,9.0,0.261,-5.322,0.0,0.158,146.113,4.0
Contemplation,Sara Edwards,0.944,0.134,176473.0,0.0243,0.868,9.0,0.111,-33.182,1.0,0.0367,71.802,4.0
Control,Biting Elbows,0.00528,0.597,282506.0,0.82,0.128,2.0,0.158,-5.628,1.0,0.0284,126.971,4.0
Control,Golden Features,0.431,0.544,273760.0,0.757,0.114,11.0,0.101,-7.392,1.0,0.0769,122.991,4.0
Control,Winona Oak,0.297,0.683,182852.0,0.631,0.0235,4.0,0.182,-9.351,0.0,0.104,107.814,4.0
Control,Zoe Wees,0.643,0.599,230880.0,0.465,1.57e-06,4.0,0.149,-4.95,1.0,0.0314,113.82,4.0
Cool Kids,Echosmith,0.0372,0.719,237627.0,0.671,8.21e-06,8.0,0.12,-6.279,1.0,0.0336,130.027,4.0
Cool Out,Imagine Dragons,0.00483,0.636,217867.0,0.718,6.51e-06,1.0,0.292,-4.833,0.0,0.0313,143.929,4.0
Coping,Rosie Darling,0.605,0.432,190267.0,0.444,0.0,6.0,0.104,-7.298,1.0,0.125,82.79,4.0
Cornfield Chase,Hans Zimmer,0.951,0.18,126960.0,0.226,0.982,9.0,0.0998,-16.457,0.0,0.042,94.079,4.0
Cotton Candy,Nic D,0.238,0.75,145424.0,0.493,0.0,0.0,0.0933,-5.734,0.0,0.0624,208.11,4.0
Council of war,RADWIMPS,0.000118,0.473,144093.0,0.896,0.779,6.0,0.364,-4.686,0.0,0.0714,173.918,4.0
Count On You,Banoffee,0.232,0.573,195002.0,0.462,1.14e-06,3.0,0.126,-8.238,1.0,0.199,172.076,4.0
Counter Attack-Mankind,Hiroyuki Sawano,0.00658,0.345,366587.0,0.849,0.875,6.0,0.36,-9.816,0.0,0.0735,110.009,4.0
Counting Sheep,DJ Lagoa,0.824,0.473,134400.0,0.2,0.898,10.0,0.101,-16.99,1.0,0.0306,75.01,4.0
Counting Stars,OneRepublic,0.0654,0.664,257840.0,0.705,0.0,1.0,0.115,-4.972,0.0,0.0382,122.017,4.0
Cover Me in Roses,Holden Laurence,0.00146,0.6,306787.0,0.39,0.00238,10.0,0.11,-8.736,1.0,0.029,113.937,4.0
Coward,Hans Zimmer,0.244,0.427,506876.0,0.262,0.879,0.0,0.227,-18.505,1.0,0.0429,119.983,4.0
Crab Rave,Noisestorm,0.206,0.768,161280.0,0.933,0.915,2.0,0.0833,-2.95,0.0,0.0385,124.996,4.0
Cradled by the Sea,Lenny Loops,0.872,0.477,156000.0,0.0629,0.903,0.0,0.132,-24.232,0.0,0.0382,120.02,4.0
CranMango,WILLIS,0.618,0.611,175400.0,0.529,0.224,4.0,0.21,-10.299,1.0,0.0243,106.012,4.0
Crank That (Soulja Boy),Soulja Boy,0.515,0.736,221933.0,0.74,0.0,0.0,0.0468,-2.18,1.0,0.0786,140.141,4.0
Crash,Mokita,0.441,0.696,168274.0,0.678,0.0,6.0,0.069,-5.679,0.0,0.0391,146.998,4.0
Crawl Outta Love,ILLENIUM,0.181,0.377,242012.0,0.723,0.0,7.0,0.0815,-2.951,1.0,0.046,84.139,4.0
Crazier Things,Chelsea Cutler,0.813,0.635,264585.0,0.274,0.0,2.0,0.162,-13.53,1.0,0.033,93.025,4.0
Crazy,DJ Goja,0.00493,0.797,161835.0,0.514,4.47e-06,10.0,0.247,-7.177,0.0,0.19,108.992,4.0
Crazy,PLÜM,0.0487,0.769,220000.0,0.596,0.00803,7.0,0.204,-9.359,0.0,0.0524,105.032,4.0
Crazy Little Love,Nuage,0.000162,0.407,268747.0,0.993,0.61,0.0,0.358,-6.603,1.0,0.0485,153.059,4.0
Crazy Train,Ozzy Osbourne,0.408,0.454,293183.0,0.913,0.000271,9.0,0.248,-4.008,1.0,0.107,137.688,4.0
Creating Memories,Yasumu,0.768,0.719,124390.0,0.181,0.94,7.0,0.103,-14.264,0.0,0.0693,82.024,4.0
Creep,Scott Bradlee's Postmodern Jukebox,0.697,0.292,283259.0,0.359,1.85e-05,5.0,0.108,-9.043,1.0,0.0328,177.334,3.0
Crim35,ESSEX,8.32e-05,0.547,175385.0,0.643,0.917,1.0,0.0681,-7.63,1.0,0.0323,125.983,4.0
Criminal,Britney Spears,0.0485,0.696,225080.0,0.734,0.0,7.0,0.183,-5.294,1.0,0.0298,107.987,4.0
Cross Your Mind,Sabrina Claudio,0.0366,0.765,218040.0,0.614,0.000269,10.0,0.0639,-6.556,0.0,0.0888,97.973,4.0
Crossfire,Vancel,0.0695,0.668,216170.0,0.87,0.000453,5.0,0.408,-4.649,1.0,0.0309,127.993,4.0
Cruel World,Faye,0.99,0.469,270000.0,0.0699,1.19e-06,5.0,0.0729,-12.149,1.0,0.0471,139.061,4.0
Crush Culture,Conan Gray,0.146,0.522,204120.0,0.765,0.0,0.0,0.0866,-5.395,1.0,0.193,180.065,4.0
Crush On You,Finding Hope,0.888,0.636,241714.0,0.288,0.184,1.0,0.109,-13.341,1.0,0.0583,140.07,4.0
Cry Baby,The Neighbourhood,0.00269,0.581,235160.0,0.656,2.78e-06,4.0,0.101,-4.891,0.0,0.0294,108.033,4.0
Cry with you,Jeremy Zucker,0.489,0.516,217040.0,0.323,4.82e-06,2.0,0.189,-9.688,1.0,0.0716,159.861,3.0
Crybaby,Dreamer Boy,0.501,0.626,205950.0,0.652,2.68e-06,5.0,0.118,-6.132,1.0,0.0351,138.007,4.0
Crystal Window,Kiko Kaid,0.851,0.562,178000.0,0.294,0.946,10.0,0.122,-15.963,1.0,0.0291,134.925,4.0
Crystals,Isolate.exe,0.438,0.692,139200.0,0.729,0.656,11.0,0.0939,-10.435,1.0,0.0554,100.015,4.0
Cult of Personality,Living Colour,0.00164,0.504,294827.0,0.918,2.12e-05,0.0,0.78,-3.463,1.0,0.0517,92.031,4.0
Cumberland Gap,David Rawlings,0.18,0.594,175973.0,0.601,0.000539,0.0,0.106,-8.532,1.0,0.0391,155.583,4.0
Cupcake Cake,Mike Shinoda,0.223,0.655,195970.0,0.689,0.524,5.0,0.245,-4.576,0.0,0.0413,78.974,4.0
Cure For Me,AURORA,0.102,0.726,201640.0,0.738,2.17e-05,6.0,0.0882,-6.589,0.0,0.0602,115.904,4.0
Curious Shadows,Obie Hans,0.725,0.768,168020.0,0.27,0.931,7.0,0.11,-17.331,1.0,0.0743,160.062,4.0
Curl up & Die,Matt Maltese,0.874,0.615,202022.0,0.281,0.537,11.0,0.108,-8.468,1.0,0.0273,131.979,3.0
Cursive,Billie Marten,0.935,0.494,240400.0,0.267,5.58e-05,0.0,0.128,-11.54,1.0,0.0308,115.117,3.0
Cut My Lip,Twenty One Pilots,0.12,0.641,282613.0,0.561,0.0021,4.0,0.358,-5.856,1.0,0.0355,111.938,4.0
Cứ Chill Thôi,Chillies,0.217,0.781,270000.0,0.608,3.63e-05,8.0,0.158,-8.452,1.0,0.0408,101.017,4.0
DAEDALUS,Phonk Killer,0.00567,0.916,125719.0,0.702,0.271,0.0,0.13,-4.78,1.0,0.0362,126.066,4.0
DAMAGE,SHADXWBXRN,0.273,0.666,141639.0,0.958,0.931,0.0,0.0993,-3.602,1.0,0.0455,121.993,4.0
DARK LADY,KUTE,0.00173,0.613,143468.0,0.975,0.0294,1.0,0.101,-2.704,1.0,0.0871,124.071,4.0
DEAD TO ME,blackbear,0.0772,0.709,180576.0,0.725,0.0,7.0,0.158,-5.545,0.0,0.0759,139.968,4.0
DECIMATION,Eyez Hate U,0.00382,0.7,137148.0,0.975,0.427,4.0,0.328,-2.659,0.0,0.0356,126.011,4.0
DEJA VU,dave rodgers,0.0214,0.558,260555.0,0.991,0.0,5.0,0.106,-3.106,0.0,0.0604,154.004,4.0
DESIRES,AP Dhillon,0.365,0.863,168000.0,0.387,0.00238,5.0,0.06,-10.057,0.0,0.256,100.013,4.0
DEVIL SOUL,Phonk Killer,0.145,0.88,113187.0,0.712,0.936,7.0,0.162,-4.27,1.0,0.0795,131.983,4.0
DIFFERENT,Boslen,0.0807,0.641,137093.0,0.555,0.0,8.0,0.279,-8.287,0.0,0.184,114.009,4.0
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,0.0338,0.663,220800.0,0.861,0.0,7.0,0.082,-3.398,0.0,0.109,119.963,4.0
DNA,Lund,0.283,0.754,160987.0,0.632,0.0,9.0,0.106,-7.87,1.0,0.0329,134.959,4.0
DOA,Hiroyuki Sawano,0.000176,0.573,206027.0,0.879,0.00304,2.0,0.349,-4.853,0.0,0.19,137.936,4.0
DON'T DANCE,Amber Liu,,,,,,,,,,,,
DON'T STOP,CURSEDEVIL,,,,,,,,,,,,
DON'T STOP THE MUSIC - EXTENDED MIX,Lou Grant,,,,,,,,,,,,
DONE THINKING (feat. Gen Neo & LXX),Amber Liu,0.601,0.761,218286.0,0.539,0.0,11.0,0.133,-7.963,1.0,0.0388,105.952,4.0
DOWN,blackbear,0.231,0.767,217564.0,0.696,0.0,2.0,0.228,-3.428,1.0,0.162,115.006,4.0
DRIFT-ZOKU,Sinizter,0.0952,0.765,122667.0,0.955,0.000995,9.0,0.342,-2.968,1.0,0.283,179.999,4.0
DRUG DEALER,blackbear,0.00841,0.594,166219.0,0.462,0.0,1.0,0.13,-8.677,0.0,0.141,78.805,4.0
Daddy Blue,Brad stank,0.491,0.822,146647.0,0.381,0.00557,6.0,0.284,-11.82,1.0,0.131,108.007,4.0
Daddy Issues,The Neighbourhood,0.0678,0.588,260173.0,0.521,0.149,10.0,0.123,-9.461,1.0,0.0329,85.012,4.0
Daddy's Got a Gun,My Bad Sister,0.00103,0.615,161355.0,0.759,2.98e-05,7.0,0.571,-7.04,1.0,0.118,139.964,4.0
Daisy,Ashnikko,0.235,0.834,146523.0,0.663,0.0,8.0,0.372,-6.143,1.0,0.133,121.876,4.0
Damn Bean,John-Robert,0.14,0.722,174854.0,0.65,0.000232,0.0,0.357,-8.205,1.0,0.0455,127.916,4.0
Dance (A$$),Big Sean,0.0276,0.787,220293.0,0.73,0.00157,11.0,0.0828,-6.788,0.0,0.35,159.825,4.0
Dance Alone,Boy In Space,0.476,0.61,199606.0,0.546,0.0,2.0,0.329,-7.822,1.0,0.0521,139.768,4.0
Dance Through the Party,Zatrix,0.098,0.723,195406.0,0.525,0.000598,3.0,0.273,-12.891,0.0,0.09,159.959,4.0
Dance in the Dark,Au/Ra,0.0721,0.754,178187.0,0.534,0.00615,9.0,0.218,-8.424,0.0,0.123,149.146,4.0
Dance of the Falling Roses,Pelicano,0.956,0.39,184737.0,0.131,0.944,5.0,0.0908,-19.976,0.0,0.0307,75.697,3.0
Dance with Me,CORBAL,0.816,0.593,87411.0,0.275,0.0115,6.0,0.108,-15.25,0.0,0.0638,114.82,4.0
Dance with Me Tonight,Olly Murs,0.305,0.672,202227.0,0.748,0.0,11.0,0.0811,-5.922,0.0,0.0589,163.984,4.0
